Original Text,Translated Text,Character Count
terhadap data fasilitas dan data pinjaman yang dimiliki oleh Debitur myBCA Bisnis,访问 myBCA 商业债务人拥有的设施数据和贷款数据,81
Informasi SCF – Payable Finance & Anjak Piutang,SCF 信息 - 应付账款融资和保理业务,47
Fitur untuk melakukan,执行功能,21
inquiry,研讯,7
"informasi terkait skema dan limit di setiap program ID pada
Supply Chain Finance (SCF)","每个 ID 计划中与以下方面的计划和限额有关的信息
供应链融资（SCF）",86
Informasi Limit Transaksi,交易限额信息,25
"Lihat limit yang terpakai dan sisa limit transaksi yang masih dapat digunakan seperti Limit Harian Perusahaan, Limit Rekening, Limit User Releaser,
dan Limit Otorisasi Langsung","查看已使用的限额和仍可使用的剩余交易限额，如公司每日限额、账户限额、用户释放限额、
和直接授权限额",176
Download Hasil Request,下载 Hasil 请求,22
Fitur untuk mengunduh semua,下载所有,27
file,文件,4
yang telah di-,已定制的,14
request,要求,7
"oleh Nasabah dari setiap fitur
yang ada di myBCA Bisnis.","客户对
存在于 myBCA Business 中。",56
Laporan Portofolio Nasabah,客户组合报告,26
Unduh laporan ringkasan dan detil portofolio rekening-rekening yang terkoneksi dengan Nasabah (Laporan Portofolio Nasabah) dalam periode bulanan dan tahunan,下载与客户相关的账户组合的月度和年度汇总报告和详细报告（客户组合报告,156
Business Debit Card,商业借记卡,19
"Mudahkan pengelolaan aktivitas keuangannya yang meliputi kas masuk dan kas keluar dengan berbagai fitur dari Deposit Card, Petty Cash Card, dan Loyalty Card",利用存款卡、零用金卡和会员卡的各种功能，轻松管理现金存取等财务活动。,156
J-Valas,J-Valas,7
Fitur untuk mengakses aplikasi J-Valas tanpa perlu melakukan login kembali apabila melalui myBCA Bisnis (single sign-on). myBCA Bisnis hanya merupakan pintu untuk masuk ke aplikasi J-Valas,通过 myBCA Business（单点登录）访问 J-Valas 应用程序，无需再次登录。,188
Daftar Pembayaran,付款清单,17
Fitur untuk menyimpan/mengubah/menghapus nomor pelanggan untuk berbagai jenis pembayaran dan isi ulang secara satuan maupun bulk melalui file upload,存储/修改/删除客户号码的功能，可按单位或通过上传文件批量进行各种付款和充值,148
BCA Virtual Account,BCA 虚拟账户,19
"Buat nomor virtual account melalui file upload data pelanggan, dan unduh data pelanggan yang telah sukses dibuat. Nomor virtual account tersebut merupakan sarana pelanggan untuk membayar tagihan",通过客户数据上传文件创建虚拟帐号，并下载成功创建的客户数据。虚拟账号是客户支付账单的途径。,194
Laporan BCA Virtual Account,BCA 虚拟账户,27
Fitur untuk mendapatkan laporan transaksi atas pembayaran terhadap nomor virtual account pelanggannya,根据客户虚拟账号获取付款交易报告的功能,101
Instruksi Sweep,扫地指令,15
Lihat instruksi Sweep yang telah didaftarkan di BCA. Sweep merupakan layanan untuk memindahkan saldo di rekening-rekening nasabah secara otomatis dan terjadwal sesuai dengan pengaturan Nasabah,"请参阅已在 BCA 注册的 ""Sweep ""指令。Sweep 是一种根据客户设置自动移动客户账户余额的服务。",192
Hasil Eksekusi Sweep,扫频执行结果,20
Fitur untuk melihat hasil eksekusi Sweep atas instruksi Sweep milik nasabah,查看客户扫频指令执行结果的功能,75
Upload Invoice – Payable Finance & Anjak Piutang,上传发票 - 应付账款财务和 Anjak Piutang,48
"Tambahkan atau hapus invoice secara bulk melalui file upload. Transaksi dilakukan oleh Principal, yaitu Seller pada skema kerja sama Payable Finance atau Buyer pada skema kerja sama Anjak Piutang",通过上传文件批量添加或删除发票。交易由委托人进行，即应付账款融资计划中的卖方或保理计划中的买方。,195
Manajemen Invoice – Payable Finance & Anjak Piutang,发票管理 - 应付账款融资与保理业务,51
"Inquiry data invoice yang telah diunggah oleh Principal. Pada Manajemen Invoice dapat dilakukan inisiasi transaksi Bayar Invoice, Ubah Invoice, Hapus Invoice, Pengajuan Pinjaman, dan Auto Invoice Payment",查询委托人上传的发票数据。在发票管理中，您可以启动支付发票、更改发票、删除发票、贷款申请和自动发票付款交易。,203
Pinjaman SCF – Payable Finance & Anjak Piutang,SCF 贷款 - 应付账款融资和保理业务,46
Lihat daftar pinjaman milik Principal atau Counterparty dalam suatu program. Lakukan inquiry pinjaman dan inisiasi transaksi bayar pinjaman oleh Counterparty (Payable Finance) dan Principal (Anjak Piutang),查看程序中属于委托人或交易方的贷款列表。按交易方（应付账款融资）和委托方（保理）执行贷款查询和启动贷款还款交易。,205
Nota Kredit – Payable Finance,信用证 - 应付账款财务,29
"Nota kredit merupakan fitur yang dapat digunakan nasabah untuk melakukan upload dan manajemen nota kredit dengan pilihan terima/tolak atau hapus, dimana nota kredit adalah suatu fitur pembayaran invoice yang diberikan oleh seller kepada buyer dalam suatu program",信用票据是卖方在程序中向买方提供的一种发票付款功能，客户可使用该功能上传和管理信用票据，并提供接受/拒绝或删除选项。,262
Pembatalan Transaksi Terjadwal – Payable Finance & Anjak Piutang,取消预定交易 - 应付账款融资和保理业务,64
Merupakan fitur yang dapat digunakan untuk membatalkan transaksi yang sudah dijadwalkan namun belum dijalankan,该功能可用于取消已安排但尚未执行的事务。,110
Host to Host (H2H),主机对主机（H2H）,18
Lakukan transaksi Bulk Transfer dan Payroll secara realtime dari sistem internal Nasabah dengan atau tanpa menggunakan otorisasi melalui myBCA Bisnis,通过 myBCA Business 从客户的内部系统执行实时批量转账和薪资交易，无论是否使用授权,149
Pembayaran Fasilitas Kredit,信用贷款付款,27
Fitur dimana nasabah yang merupakan debitur dapat melihat jadwal pembayaran pinjaman serta melakukan pembayaran pinjaman,作为债务人的客户可以查看贷款支付时间表并支付贷款的功能,120
Mutasi Fasilitas Kredit,信贷机制变更,23
Fitur bagi nasabah yang merupakan debitur untuk melihat histori transaksi pada nomor rekening pinjaman tertentu. Jenis fasilitas kredit yang dapat diakses untuk mutasi fasilitas kredit adalah Time Loan Increasing Notes,债务人客户查看特定贷款账号交易历史记录的功能。可用于信贷机制突变的信贷机制类型包括 定期贷款 增加票据,218
Dokumen Kredit,文件信用,14
Fitur bagi nasabah yang merupakan debitur untuk mengakses dokumen kredit terbaru yang terdiri dari SPPK (Surat Pemberitahuan Pemberian Kredit) dan SPPJ (Surat Pemberitahuan Perpanjangan Jangka Waktu) yang dimiliki nasabah debitur,债务人客户可查阅债务人客户拥有的由 SPPK（授信通知）和 SPPJ（期限延长通知）组成的最新信贷文件的功能。,229
Biaya dan Limit,费用和限额,15
Limit,限制,5
Limit yang ada pada myBCA Bisnis adalah sebagai berikut.,myBCA Business 的现有限额如下。,56
Limit,限制,5
Keterangan,说明,10
Limit Harian Perusahaan,公司每日限额,23
"Limit untuk membatasi nominal transaksi per hari pada
                perusahaan.","限制公司每天的交易额。
                公司。",81
Limit Harian Rekening,限额账户,21
"Limit untuk membatasi nominal transaksi per hari pada
                suatu rekening.","限制账户每天的交易额。
                限制账户每天的交易金额。",85
Limit Releaser per Transaksi,每个 Transaksi 的限制释放器,28
"Limit untuk membatasi nominal per transaksi yang dapat
                diotorisasi oleh user operasional dengan peran","限制操作用户可授权的每笔交易金额。
                的操作用户授权的每笔交易金额。",117
Releaser,发布者,8
.,.,1
Limit,限制,5
Workflow,工作流程,8
"Limit untuk membatasi tiering pada aturan otorisasi
                perusahaan.","限制授权规则的分层限制
                授权规则。",79
Limit Otorisasi Langsung,直接授权限额,24
"Limit untuk membatasi nominal transaksi yang dapat
                dibuat dan diotorisasi pada satu menu transaksi yang
                sama oleh user operasional yang memiliki peran","限制操作用户在同一交易菜单上创建和授权的交易数量。
                限制具有相同角色的操作用户在同一交易菜单上创建和授权的交易数量。
                角色的操作用户在同一交易菜单上创建和授权的交易数量。",182
Maker,制造商,5
dan,丹,3
Releaser,发布者,8
.,.,1
"*) Sesuai dengan limit yang diajukan nasabah pada Formulir
    myBCA Bisnis.","*) 根据客户在 myBCA 商业表格中提出的限额。
    myBCA 商业表格。",76
Waktu Transaksi,交易时间,15
"Berikut ini merupakan waktu layanan untuk setiap jenis transaksi
    yang terdapat pada fitur Transfer.","以下是传输功能中包含的每种交易的服务时间
    的服务时间。",103
Transaksi,Transaxis,9
Hari Operasi,运行日,12
Batas Waktu,时间限制,11
BCA/BCA VA,BCA/BCA VA,10
Setiap hari,每天,11
24 jam,24 卡纸,6
LLG/RTGS,LLG/RTGS,8
Setiap hari kerja,每个工作日,17
Maksimal pukul 15:30 WIB *),15:30 WIB 最高 *),27
BI-FAST,BI-FAST,7
Setiap hari,每天,11
24 jam,24 卡纸,6
Payroll BCA,薪资 BCA,11
Setiap hari,每天,11
Pukul 06:00 WIB – 19:30 WIB *),上午 06:00 - 下午 7:30 *),30
Payroll ke Bank Lain,支付给其他银行的工资,20
Setiap hari kerja,每个工作日,17
Pukul 06:00 WIB – 15:30 WIB *),上午 06:00 - 下午 15:30 *),30
Biaya,费用,5
Biaya,费用,5
*),*),2
"Biaya yang timbul atas transaksi yang dilakukan melalui myBCA
    Bisnis akan dikenakan kepada pengirim dan/atau penerima untuk
    setiap transaksi yang berhasil maupun gagal diproses.","通过 myBCA 进行交易产生的费用
    业务进行的交易所产生的费用将向发件人和/或收件人收取。
    成功或失败处理的每笔交易。",185
"Nasabah pemilik myBCA Bisnis dapat menentukan jenis pengenaan
    biaya transaksi, yaitu","拥有 myBCA Business 的客户可决定征收的交易费类型
    交易费，即",88
"OUR, pengenaan biaya transaksi kepada Nasabah pemilik myBCA
        Bisnis selaku pengirim.","OUR，对 myBCA 所有者客户征收交易费。
        企业作为发件人。",91
"BEN, pengenaan biaya transaksi kepada penerima dana dengan
        memotong nilai transaksi yang akan diterima oleh penerima.","BEN, 通过扣除收款人收到的交易价值，向收款人收取交易费。
        从收款人收到的交易额中扣除。",125
"SHA, pengenaan biaya transaksi kepada pengirim dan penerima.","SHA, 向发送方和接收方征收交易费。",60
"Biaya fasilitas H2H MBB yang dibebankan kepada Nasabah pengguna
    fasilitas H2H MBB ditentukan berdasarkan analisa dan perhitungan
    dari BCA.","向使用 H2H MBB 设施的客户收取的 H2H MBB 设施费用是根据 BCA 的分析和计算确定的。
    H2H MBB 设施的费用根据 BCA 的分析和计算确定。
    BCA.",146
"Berikut adalah biaya transaksi yang dibebankan kepada Nasabah
    myBCA Bisnis **)","以下是向客户收取的交易费用
    myBCA 业务 **)",82
Jenis,类型,5
Layanan,服务,7
Biaya,费用,5
Biaya Transfer Bank Lain Dalam Negeri,国内其他银行转账费,37
BI-FAST,BI-FAST,7
"Rp2.500,00","2,500.00 印尼盾",10
LLG,LLG,3
"Rp2.900,00","2,900,00 印尼盾",10
RTGS,RTGS,4
"Rp25.000,00","25,000.00 印尼盾",11
Payroll,工资单,7
LLG,LLG,3
"Rp2.900,00","2,900,00 印尼盾",10
RTGS,RTGS,4
"Rp25.000,00","25,000.00 印尼盾",11
Payroll,工资单,7
Hari H,第 H 天,6
"Rp5.000,00/","5,000,00 印尼盾",11
record,记录,6
Perubahan terakhir pada: 29 Juli 2024,最后修订日期2024 年 7 月 29 日,37
Berikut ini adalah limit transfer ke BCA dan bank lain,以下是向巴卡拉银行和其他银行转账的限额,54
Jenis,类型,5
Minimal,最低限度,7
Maksimal,最大,8
Transfer ke Rekening BCA,转账账户 BCA,24
Rupiah ke Rupiah,IDR 至 IDR,16
"Rp1,00","1,00 印尼盾",6
Tidak dibatasi,不受限制,14
Transfer Bank Lain Dalam Negeri,国内其他银行转账,31
BI-FAST,BI-FAST,7
"Rp10.000,00","10,000.00 印尼盾",11
"Rp250.000.000,00",250.000.000.00 印尼盾,16
LLG,LLG,3
"Rp1,00","1,00 印尼盾",6
"Rp1.000.000.000,00","1,000,000,000.00 印尼盾",18
RTGS,RTGS,4
"Rp100.000.001,00",100.000.001.00 印尼盾,16
"Rp9.999.999.999.999,00","Rp9.999.999.999.999,00",22
"Biaya transaksi BCA Virtual Account akan mengikuti ketentuan dan
    biaya layanan BCA Virtual Account","BCA 虚拟账户的交易费用将遵循相关条款和规定。
    BCA 虚拟账户服务费",102
Biaya Administrasi KeyBCA,KeyBCA 管理费,25
Kondisi Pengenaan Biaya KeyBCA,KeyBCA 收费条件,30
Besar Biaya,费用,11
Pengajuan KeyBCA Baru,新的 KeyBCA 应用程序,21
Rp25.000,"25,000 印尼盾",8
"Pengajuan KeyBCA Bisnis Multi Otorisasi baru yang
                dikirimkan ke Alamat Nasabah","提交新的多重授权业务密钥BCA，该密钥将
                发送到客户地址",94
Rp50.000,"50,000 印尼盾",8
"Penggantian KeyBCA di luar masa garansi atau karena
                kelalaian Nasabah","在保修期外更换 KeyBCA 或由于
                客户疏忽",85
Keterangan:,说明,11
"*) Biaya yang tertera merupakan biaya standar yang dapat berubah
sewaktu-waktu, yang besarnya akan diberitahukan oleh BCA dalam
bentuk dan melalui sarana apapun sesuai ketentuan yang berlaku.
Untuk pengajuan biaya khusus dapat diberikan sesuai dengan analisa
dan persetujuan dari Unit Bisnis BCA.","*) 所列费用为标准费用，可能随时更改。
BCA 将根据适用的法规，以任何形式和方式通知您费用的金额。
的形式和方式通知。
对于提交的特殊费用，可根据 BCA 业务部门的分析和批准情况给予规定。
并经 BCA 业务部门批准。",296
"**) Biaya Transfer Bank Lain Dalam Negeri dapat ditentukan untuk
dibebankan kepada pengirim atau penerima dana, sedangkan biaya
Payroll akan menjadi beban pengirim dana.","**) 其他国内银行转账费用可能会向汇款人或收款人收取。
其他国内银行转账费用可决定向资金发送方或接收方收取，而
工资费用将由资金发送方承担。",169
Frequently Asked Questions,常见问题,26
Apakah syarat untuk menjadi Nasabah myBCA Bisnis?,成为 myBCA 商业客户有哪些要求？,49
myBCA Bisnis ditujukan bagi :,myBCA Business 的目标群体是.....：,29
Nasabah badan/organisasi,公司/组织客户,24
Nasabah Individu Bisnis,企业 个人客户,23
"Bank, Remittance Company/Penyelenggara Transfer Dana Non Bank",银行、汇款公司/非银行资金转账组织者,61
Nasabah memiliki Rekening BCA sesuai dengan jenis berikut ini :,客户拥有以下类型的 BCA 账户：,63
Giro,Giro,4
Tapres,Tapres,6
Tahapan Gold,黄金阶段,12
Tahapan*,阶段*,8
*) Dengan persetujuan lebih lanjut,*) 经进一步批准,34
Siapa saja yang bisa mengakses myBCA Bisnis?,谁可以访问 myBCA Business？,44
"Nasabah yang telah melakukan registrasi dan telah mendapatkan Corporate
      Id, serta User ID, KeyBCA, dan PIN KeyBCA yang dikirimkan secara terpisah
      untuk keamanan dan kerahasiaan saat bertransaksi di myBCA Bisnis.","已注册并收到公司
      以及用户 ID、KeyBCA 和 KeyBCA PIN，这些信息将单独发送，以确保在 myBCA Business 上进行交易时的安全性和保密性。
      以确保在 myBCA Business 上进行交易时的安全性和保密性。",223
"Apakah nasabah KlikBCA Bisnis (KBB) atau KlikBCA Bisnis- Integrated
        Solutions (KBB-IS) dapat mengakses myBCA Bisnis?","KlikBCA Bisnis (KBB) 或 KlikBCA Bisnis- Integrated Solutions (KBB-IS) 客戶可以存取 myBCA Bisnis 嗎？
        解決方案 (KBB-IS) 客戶可以存取 myBCA Bisnis 嗎？",124
